seq,price,qty,side
55745,50,2,B
55746,51,6,B
55747,51,4,B
55748,50,2,S
55749,48,2,S
55750,49,3,B
55751,50,2,B
55752,50,5,B
55753,50,5,B
55754,49,3,S
55755,49,3,S
55756,50,1,B
55757,49,7,S
55758,48,1,S
55759,48,2,S
55760,50,3,B
55761,50,1,B
55762,48,7,S
55763,48,1,S
55764,50,2,B
55765,51,7,B
55766,51,2,B
55767,51,5,B
55768,51,4,B
55769,50,3,S
55770,51,4,B
55771,51,6,B
55772,50,5,S
55773,50,1,S
55774,50,2,S
55775,50,2,S
55776,51,1,B
55777,50,3,S
55778,50,1,S
55779,50,1,S
55780,50,6,S
55781,50,2,S
55782,50,4,S
55783,50,3,S
55784,50,6,S
55785,48,2,S
55786,48,4,S
55787,48,3,S
55788,48,1,S
55789,48,1,S
55790,48,3,S
55791,49,7,B
55792,48,2,S
55793,48,4,S
55794,48,1,S
55795,48,8,S
55796,48,4,S
55797,49,1,B
55798,49,1,B
55799,48,5,S
55800,48,3,S
55801,48,1,S
55802,49,1,B
55803,49,2,B
55804,48,6,S
55805,48,2,S
55806,48,7,S
55807,49,4,B
55808,49,4,S
55809,48,1,S
55810,48,3,S
55811,48,7,S
55812,48,3,S
55813,48,3,S
55814,48,2,S
55815,48,6,S
55816,48,2,S
55817,49,5,B
55818,49,4,S
55819,49,3,B
55820,49,3,B
55821,48,7,S
55822,48,1,S
55823,49,7,B
55824,50,1,B
55825,50,2,B
55826,50,2,B
55827,50,6,B
55828,48,3,S
55829,48,6,S
55830,49,2,B
55831,49,6,S
55832,48,1,S
55833,48,1,S
55834,48,5,S
55835,48,1,S
55836,48,3,S
55837,48,5,S
55838,49,1,B
55839,49,5,B
55840,48,1,S
55841,48,4,S
55842,48,1,S
55843,49,1,B
55844,49,1,S
55845,48,2,S
55846,50,2,B
55847,50,1,B
55848,50,4,B
55849,50,3,B
55850,50,1,S
55851,50,4,S
55852,50,2,S
55853,50,5,S
55854,50,4,S
55855,48,1,S
55856,49,5,B
55857,50,1,B
55858,50,2,S
55859,50,3,S
55860,51,1,B
55861,51,5,B
55862,51,4,B
55863,51,3,B
55864,51,7,B
55865,50,1,S
55866,49,1,S
55867,48,4,S
55868,48,2,S
55869,48,1,S
55870,50,1,B
55871,48,1,S
55872,48,5,S
55873,48,1,S
55874,50,6,B
55875,50,3,B
55876,48,4,S
55877,48,2,S
55878,48,6,S
55879,48,1,S
55880,48,3,S
55881,49,5,B
55882,48,2,S
55883,48,7,S
55884,49,3,B
55885,48,1,S
55886,48,1,S
55887,48,1,S
55888,48,3,S
55889,48,4,S
55890,48,6,S
55891,48,1,S
55892,48,2,S
55893,48,5,S
55894,48,1,S
55895,48,1,S
55896,48,9,S
55897,49,1,B
55898,49,1,B
55899,48,1,S
55900,49,4,B
55901,49,4,B
55902,48,3,S
55903,48,2,S
55904,48,1,S
55905,48,1,S
55906,49,1,B
55907,49,1,B
55908,49,1,S
55909,48,5,S
55910,48,3,S
55911,48,2,S
55912,48,2,S
55913,48,2,S
55914,48,2,S
55915,48,1,S
55916,48,3,S
55917,48,5,S
55918,49,2,B
55919,49,2,B
55920,49,4,B
55921,48,1,S
55922,48,4,S
55923,48,2,S
55924,48,2,S
55925,48,3,S
55926,48,2,S
55927,49,2,B
55928,48,4,S
55929,48,2,S
55930,48,2,S
55931,49,4,B
55932,49,1,B
55933,49,2,B
55934,49,1,B
55935,49,6,B
55936,49,1,B
55937,48,3,S
55938,48,4,S
55939,48,4,S
55940,48,1,S
55941,48,1,S
55942,48,3,S
55943,48,2,S
55944,48,8,S
55945,48,3,S
55946,48,4,S
55947,49,3,B
55948,49,3,B
55949,48,1,S
55950,48,5,S
55951,48,4,S
55952,49,1,B
55953,48,3,S
55954,48,6,S
55955,48,4,S
55956,48,3,S
55957,48,6,S
55958,48,4,S
55959,48,2,S
55960,49,7,B
55961,49,1,B
55962,48,1,S
55963,48,1,S
55964,49,5,B
55965,48,1,S
55966,48,2,S
55967,48,2,S
55968,48,4,S
55969,49,1,B
55970,49,2,B
55971,50,4,B
55972,50,1,B
55973,50,8,B
55974,50,1,B
55975,49,7,B
55976,49,2,S
55977,48,4,S
55978,48,1,S
55979,49,6,B
55980,48,3,S
55981,49,1,B
55982,49,3,B
55983,50,3,B
55984,50,2,B
55985,50,4,B
55986,50,4,B
55987,48,2,S
55988,48,1,S
55989,49,6,S
55990,50,2,B
55991,50,3,B
55992,50,4,B
55993,50,1,B
55994,49,3,S
55995,48,1,S
55996,48,1,S
55997,48,4,S
55998,48,1,S
55999,48,2,S
56000,48,5,S
56001,48,2,S
56002,48,6,S
56003,48,3,S
56004,48,2,S
56005,48,4,S
56006,48,3,S
56007,48,3,S
56008,48,2,S
56009,49,2,B
56010,48,2,S
56011,48,3,S
56012,48,1,S
56013,48,1,S
56014,48,2,S
56015,48,1,S
56016,48,5,S
56017,49,6,B
56018,49,2,B
56019,49,4,B
56020,49,1,B
56021,49,2,B
56022,50,5,B
56023,50,2,B
56024,50,4,B
56025,50,1,B
56026,50,1,B
56027,49,6,S
56028,49,1,S
56029,49,2,S
56030,49,2,S
56031,50,7,B
56032,50,3,B
56033,50,6,B
56034,50,2,B
56035,50,1,B
56036,50,3,B
56037,49,1,S
56038,49,4,S
56039,49,1,S
56040,49,7,S
56041,48,1,S
56042,50,2,B
56043,50,1,B
56044,50,1,B
56045,48,1,S
56046,48,5,S
56047,50,6,B
56048,50,3,B
56049,50,1,B
56050,50,2,B
56051,50,4,B
56052,50,1,B
56053,50,5,B
56054,50,2,B
56055,50,1,B
56056,49,3,S
56057,50,7,B
56058,50,2,B
56059,50,3,B
56060,50,5,B
56061,49,2,S
56062,48,2,S
56063,50,2,B
56064,49,5,S
56065,49,1,S
56066,48,3,S
56067,48,2,S
56068,48,5,S
56069,49,2,B
56070,48,2,S
56071,48,4,S
56072,48,2,S
56073,48,1,S
56074,49,2,B
56075,49,2,B
56076,49,2,B
56077,50,1,B
56078,50,2,B
56079,48,2,S
56080,48,2,S
56081,50,4,B
56082,49,1,B
56083,49,1,B
56084,49,1,B
56085,49,5,S
56086,49,1,S
56087,49,5,S
56088,48,5,S
56089,48,1,S
56090,48,4,S
56091,48,5,S
56092,48,7,S
56093,48,3,S
56094,48,2,S
56095,49,7,B
56096,48,3,S
56097,49,3,B
56098,50,1,B
56099,50,1,B
56100,50,2,B
56101,50,5,B
56102,50,1,B
56103,50,1,B
56104,50,3,S
56105,50,3,S
56106,49,2,S
56107,49,3,S
56108,49,1,S
56109,48,3,S
56110,48,3,S
56111,49,5,B
56112,50,3,B
56113,50,1,B
56114,50,6,B
56115,50,1,B
56116,50,1,B
56117,50,2,B
56118,51,3,B
56119,51,4,B
56120,49,2,S
56121,48,3,S
56122,48,3,S
56123,48,1,S
56124,48,1,S
56125,50,3,B
56126,51,2,B
56127,51,5,B
56128,51,1,B
56129,51,2,B
56130,51,3,B
56131,51,5,B
56132,50,4,S
56133,49,2,S
56134,49,1,S
56135,49,7,S
56136,50,7,B
56137,49,1,S
56138,49,9,S
56139,49,1,S
56140,49,2,S
56141,48,6,S
56142,49,1,S
56143,48,3,S
56144,48,1,S
56145,48,8,S
56146,48,2,S
56147,48,1,S
56148,49,1,B
56149,48,1,S
56150,48,6,S
56151,48,2,S
56152,49,2,B
56153,50,1,B
56154,50,1,B
56155,48,3,S
56156,48,4,S
56157,48,3,S
56158,48,6,S
56159,48,1,S
56160,48,5,S
56161,50,1,B
56162,48,1,S
56163,48,4,S
56164,48,2,S
56165,48,2,S
56166,48,4,S
56167,48,4,S
56168,48,5,S
56169,48,3,S
56170,50,3,B
56171,50,4,B
56172,48,6,S
56173,48,1,S
56174,48,3,S
56175,48,1,S
56176,50,3,B
56177,49,2,B
56178,49,6,B
56179,50,4,B
56180,48,5,S
56181,48,2,S
56182,48,5,S
56183,48,1,S
56184,50,5,B
56185,48,4,S
56186,48,1,S
56187,48,2,S
56188,49,7,B
56189,49,2,S
56190,50,1,B
56191,50,3,B
56192,48,1,S
56193,50,5,B
56194,50,2,B
56195,50,2,B
56196,50,4,B
56197,51,2,B
56198,48,1,S
56199,48,4,S
56200,48,4,S
56201,51,3,B
56202,50,2,S
56203,50,4,S
56204,51,2,B
56205,51,1,B
56206,50,3,S
56207,50,2,S
56208,51,1,B
56209,51,2,B
56210,51,4,B
56211,51,3,B
56212,51,6,B
56213,51,1,B
56214,51,3,B
56215,51,4,B
56216,50,3,S
56217,50,1,S
56218,49,9,S
56219,49,1,S
56220,48,9,S
56221,48,5,S
56222,48,1,S
56223,48,5,S
56224,48,2,S
56225,50,5,B
56226,50,5,B
56227,50,2,B
56228,50,5,B
56229,50,3,B
56230,51,1,B
56231,50,1,S
56232,51,5,B
56233,51,3,B
56234,50,3,S
56235,49,4,S
56236,50,3,S
56237,50,3,S
56238,51,1,B
56239,51,6,B
56240,51,3,B
56241,51,2,B
56242,50,1,S
56243,50,4,S
56244,50,2,S
56245,50,2,S
56246,49,4,S
56247,49,5,S
56248,49,5,S
56249,51,1,B
56250,51,1,B
56251,51,1,B
56252,50,1,S
56253,51,2,B
56254,51,1,B
56255,50,2,S
56256,50,3,S
56257,50,5,S
56258,50,1,S
56259,50,1,S
56260,49,4,S
56261,50,8,S
56262,51,2,B
56263,51,2,B
56264,51,3,B
56265,51,2,B
56266,51,4,B
56267,51,1,B
56268,51,1,B
56269,51,5,B
56270,50,1,S
56271,50,1,S
56272,49,1,S
56273,49,2,B
56274,49,2,S
56275,48,4,S
56276,48,1,S
56277,48,3,S
56278,48,1,S
56279,48,2,S
56280,48,1,S
56281,48,8,S
56282,48,2,S
56283,48,3,S
56284,48,2,S
56285,48,1,S
56286,50,2,B
56287,50,1,B
56288,50,5,B
56289,51,1,B
56290,48,6,S
56291,49,2,B
56292,48,4,S
56293,48,1,S
56294,48,5,S
56295,48,3,S
56296,48,6,S
56297,48,3,S
56298,48,4,S
56299,48,6,S
56300,48,4,S
56301,49,1,B
56302,48,10,S
56303,48,4,S
56304,48,3,S
56305,49,2,B
56306,49,3,B
56307,48,1,S
56308,48,7,S
56309,48,2,S
56310,48,2,S
56311,48,4,S
56312,48,4,S
56313,48,6,S
56314,49,4,B
56315,49,1,B
56316,48,2,S
56317,48,5,S
56318,49,3,B
56319,48,6,S
56320,48,3,S
56321,48,1,S
56322,48,3,S
56323,48,3,S
56324,48,1,S
56325,48,1,S
56326,48,5,S
56327,48,4,S
56328,48,1,S
56329,48,6,S
56330,48,2,S
56331,48,1,S
56332,48,9,S
56333,49,3,B
56334,49,6,B
56335,48,3,S
56336,48,1,S
56337,48,3,S
56338,48,4,S
56339,48,1,S
56340,48,1,S
56341,49,1,B
56342,49,6,B
56343,49,4,B
56344,48,1,S
56345,49,4,B
56346,48,2,S
56347,48,2,S
56348,50,4,B
56349,48,3,S
56350,48,1,S
56351,48,2,S
56352,48,3,S
56353,48,5,S
56354,48,3,S
56355,48,2,S
56356,48,4,S
56357,49,1,B
56358,50,6,B
56359,50,1,B
56360,50,1,B
56361,50,4,B
56362,50,3,B
56363,50,6,B
56364,49,2,B
56365,49,1,S
56366,49,3,S
56367,50,4,B
56368,50,1,B
56369,49,2,S
56370,49,8,S
56371,49,1,S
56372,48,1,S
56373,48,6,S
56374,48,2,S
56375,49,1,B
56376,50,8,B
56377,50,1,B
56378,48,4,S
56379,50,2,B
56380,50,5,B
56381,51,3,B
56382,51,5,B
56383,50,3,S
56384,50,6,S
56385,50,1,S
56386,51,4,B
56387,51,6,B
56388,51,3,B
56389,51,2,B
56390,51,2,B
56391,50,3,S
56392,51,2,B
56393,49,9,S
56394,51,3,B
56395,51,2,B
56396,51,5,B
56397,51,2,B
56398,51,3,B
56399,49,1,S
56400,49,1,S
56401,49,4,S
56402,49,3,S
56403,49,4,S
56404,50,2,B
56405,50,2,B
56406,50,2,B
56407,49,3,S
56408,49,1,S
56409,50,2,B
56410,49,5,S
56411,49,1,B
56412,50,2,B
56413,50,3,B
56414,50,3,B
56415,50,3,B
56416,50,3,B
56417,50,3,B
56418,48,3,S
56419,48,3,S
56420,49,3,B
56421,49,3,B
56422,48,1,S
56423,48,2,S
56424,49,4,B
56425,48,7,S
56426,48,1,S
56427,48,3,S
56428,48,4,S
56429,48,2,S
56430,49,3,B
56431,49,6,B
56432,48,8,S
56433,49,2,B
56434,49,6,B
56435,48,1,S
56436,48,1,S
56437,49,2,B
56438,49,5,B
56439,49,2,S
56440,48,1,S
56441,49,3,B
56442,49,6,B
56443,48,1,S
56444,48,5,S
56445,48,4,S
56446,48,2,S
56447,48,4,S
56448,48,1,S
56449,48,3,S
56450,48,5,S
56451,48,5,S
56452,49,2,B
56453,49,2,B
56454,48,3,S
56455,48,1,S
56456,48,5,S
56457,49,5,B
56458,48,4,S
56459,48,1,S
56460,48,9,S
56461,50,2,B
56462,50,5,B
56463,48,6,S
56464,48,1,S
56465,48,1,S
56466,49,1,B
56467,50,2,B
56468,50,7,B
56469,49,3,S
56470,48,3,S
56471,48,2,S
56472,48,2,S
56473,48,3,S
56474,48,4,S
56475,48,6,S
56476,49,1,B
56477,48,4,S
56478,49,1,B
56479,50,1,B
56480,50,6,B
56481,49,2,S
56482,48,9,S
56483,48,4,S
56484,49,1,B
56485,48,4,S
56486,48,5,S
56487,49,1,B
56488,50,4,B
56489,50,2,B
56490,49,2,S
56491,48,2,S
56492,48,1,S
56493,48,8,S
56494,48,1,S
56495,48,3,S
56496,48,6,S
56497,48,1,S
56498,49,9,B
56499,49,1,B
56500,48,8,S
56501,49,1,B
56502,48,4,S
56503,48,5,S
56504,48,1,S
56505,49,4,B
56506,49,4,B
56507,49,3,B
56508,50,3,B
56509,50,4,B
56510,48,3,S
56511,48,1,S
56512,50,1,B
56513,50,4,B
56514,50,1,B
56515,50,4,B
56516,49,2,S
56517,48,1,S
56518,50,4,B
56519,51,1,B
56520,51,5,B
56521,49,2,S
56522,49,1,B
56523,51,2,B
56524,51,7,B
56525,51,2,B
56526,51,6,B
56527,51,1,B
56528,49,5,S
56529,48,4,S
56530,49,1,S
56531,49,2,S
56532,48,2,S
56533,48,1,S
56534,48,2,S
56535,48,7,S
56536,49,5,S
56537,49,1,S
56538,48,1,S
56539,48,4,S
56540,48,1,S
56541,50,5,B
56542,50,4,B
56543,50,1,B
56544,50,5,B
56545,50,4,S
56546,50,3,S
56547,51,3,B
56548,51,4,B
56549,51,2,B
56550,51,6,B
56551,51,1,B
56552,51,1,B
56553,51,4,B
56554,51,1,B
56555,50,1,S
56556,50,4,S
56557,50,1,S
56558,50,2,S
56559,49,1,S
56560,49,5,B
56561,50,5,B
56562,51,2,B
56563,51,2,B
56564,51,4,B
56565,50,6,S
56566,51,2,B
56567,51,3,B
56568,50,7,S
56569,50,1,S
56570,48,8,S
56571,48,1,S
56572,48,1,S
56573,48,8,S
56574,48,2,S
56575,48,6,S
56576,48,1,S
56577,49,1,B
56578,51,2,B
56579,51,1,B
56580,51,1,B
56581,49,1,S
56582,48,6,S
56583,48,1,S
56584,48,2,S
56585,48,4,S
56586,48,6,S
56587,49,3,B
56588,50,6,B
56589,50,1,S
56590,49,4,B
56591,50,3,S
56592,48,3,S
56593,48,4,S
56594,48,5,S
56595,49,1,B
56596,48,1,S
56597,48,4,S
56598,50,7,B
56599,48,2,S
56600,51,3,B
56601,49,2,S
56602,48,1,S
56603,49,2,B
56604,48,1,S
56605,48,4,S
56606,48,6,S
56607,49,2,B
56608,49,7,B
56609,51,5,B
56610,51,1,B
56611,50,1,S
56612,48,7,S
56613,50,4,S
56614,51,4,B
56615,51,6,B
56616,51,7,B
56617,51,2,B
56618,51,2,B
56619,51,7,B
56620,51,1,B
56621,50,2,S
56622,50,1,S
56623,50,9,S
56624,51,2,B
56625,51,5,B
56626,51,3,B
56627,51,7,B
56628,51,1,B
56629,51,6,B
56630,52,2,B
56631,52,5,B
56632,52,3,B
56633,50,1,S
56634,50,6,S
56635,50,2,S
56636,50,1,S
56637,49,3,S
56638,49,1,S
56639,49,3,S
56640,49,3,S
56641,49,3,S
56642,50,1,B
56643,50,3,B
56644,49,3,S
56645,50,1,B
56646,50,3,B
56647,50,4,B
56648,50,6,B
56649,49,5,S
56650,49,3,S
56651,50,1,B
56652,50,1,B
56653,51,3,B
56654,51,3,B
56655,49,4,S
56656,49,2,S
56657,51,2,B
56658,49,3,S
56659,49,1,S
56660,51,1,B
56661,51,6,B
56662,50,1,B
56663,50,8,B
56664,50,2,B
56665,49,6,S
56666,49,3,B
56667,51,1,B
56668,50,3,B
56669,51,1,B
56670,51,2,B
56671,51,4,B
56672,49,4,S
56673,51,2,B
56674,51,4,B
56675,51,2,B
56676,50,1,S
56677,50,7,S
56678,49,1,S
56679,51,4,B
56680,51,3,B
56681,51,2,B
56682,51,8,B
56683,50,5,S
56684,50,3,S
56685,50,5,S
56686,49,2,S
56687,49,1,S
56688,49,7,S
56689,49,2,S
56690,49,2,S
56691,49,3,S
56692,51,1,B
56693,51,7,B
56694,50,2,S
56695,50,7,S
56696,49,1,S
56697,49,1,S
56698,49,8,S
56699,49,1,S
56700,49,1,S
56701,50,2,S
56702,50,2,S
56703,50,4,B
56704,49,6,S
56705,50,2,B
56706,50,4,S
56707,51,2,B
56708,51,7,B
56709,50,3,S
56710,49,1,S
56711,49,2,S
56712,49,4,S
56713,49,3,S
56714,48,1,S
56715,48,6,S
56716,48,1,S
56717,48,3,S
56718,48,1,S
56719,49,1,B
56720,49,3,B
56721,51,2,B
56722,51,1,B
56723,50,2,S
56724,48,3,S
56725,48,4,S
56726,48,1,S
56727,49,5,B
56728,49,2,B
56729,49,2,S
56730,48,1,S
56731,48,1,S
56732,48,3,S
56733,48,2,S
56734,48,1,S
56735,48,8,S
56736,48,1,S
56737,48,7,S
56738,49,1,B
56739,48,1,S
56740,48,1,S
56741,48,3,S
56742,48,4,S
56743,49,1,B
56744,49,5,S
56745,49,2,S
56746,48,3,S
56747,50,4,B
56748,50,6,B
56749,50,2,B
56750,48,3,S
56751,48,2,S
56752,48,2,S
56753,49,3,B
56754,49,4,B
56755,49,1,B
56756,48,1,S
56757,48,3,S
56758,48,4,S
56759,48,3,S
56760,48,1,S
56761,48,2,S
56762,48,4,S
56763,49,1,B
56764,48,3,S
56765,48,3,S
56766,48,4,S
56767,48,4,S
56768,48,2,S
56769,48,2,S
56770,48,4,S
56771,48,2,S
56772,49,2,B
56773,48,4,S
56774,48,2,S
56775,48,2,S
56776,48,1,S
56777,48,2,S
56778,48,6,S
56779,49,2,B
56780,49,3,B
56781,48,1,S
56782,48,4,S
56783,49,2,B
56784,48,5,S
56785,48,3,S
56786,48,6,S
56787,48,2,S
56788,48,1,S
56789,48,2,S
56790,48,8,S
56791,49,5,B
56792,49,2,B
56793,49,3,B
56794,48,2,S
56795,49,4,B
56796,50,1,B
56797,50,5,B
56798,49,1,S
56799,49,1,S
56800,48,2,S
56801,48,2,S
56802,48,2,S
56803,48,6,S
56804,48,2,S
56805,48,2,S
56806,49,4,B
56807,49,2,B
56808,48,3,S
56809,48,7,S
56810,48,3,S
56811,48,2,S
56812,48,1,S
56813,48,2,S
56814,48,2,S
56815,48,2,S
56816,49,4,B
56817,49,6,B
56818,48,3,S
56819,48,6,S
56820,48,1,S
56821,48,9,S
56822,49,1,B
56823,49,1,B
56824,49,6,B
56825,49,1,B
56826,48,2,S
56827,48,3,S
56828,48,2,S
56829,48,3,S
56830,47,1,S
56831,47,3,S
56832,47,3,S
56833,47,4,S
56834,48,1,B
56835,49,2,B
56836,49,7,B
56837,47,2,S
56838,47,3,S
56839,47,2,S
56840,48,4,B
56841,49,3,B
56842,49,6,B
56843,49,3,B
56844,48,4,S
56845,47,2,S
56846,49,4,B
56847,49,2,B
56848,49,3,B
56849,47,1,S
56850,48,6,B
56851,50,1,B
56852,49,2,S
56853,50,3,B
56854,50,1,B
56855,49,4,S
56856,47,1,S
56857,47,4,S
56858,49,2,S
56859,48,3,B
56860,49,2,S
56861,49,5,S
56862,49,1,S
56863,49,3,B
56864,49,5,B
56865,50,9,B
56866,50,1,B
56867,49,1,S
56868,49,5,S
56869,49,3,S
56870,49,1,S
56871,48,4,S
56872,50,2,B
56873,50,8,B
56874,50,1,B
56875,50,1,B
56876,50,5,B
56877,49,6,S
56878,48,2,S
56879,48,3,S
56880,50,1,B
56881,48,4,S
56882,49,6,S
56883,49,2,S
56884,49,5,S
56885,48,3,S
56886,48,1,S
56887,48,2,S
56888,50,3,B
56889,50,3,B
56890,50,5,B
56891,48,7,S
56892,47,2,S
56893,47,1,S
56894,47,1,S
56895,47,3,S
56896,47,3,S
56897,47,1,S
56898,47,1,S
56899,48,2,B
56900,48,1,S
56901,48,2,S
56902,50,7,B
56903,49,1,S
56904,48,1,S
56905,48,4,S
56906,48,5,S
56907,48,1,S
56908,50,1,B
56909,50,3,B
56910,50,1,B
56911,50,6,B
56912,50,4,B
56913,49,6,S
56914,49,1,S
56915,48,6,S
56916,50,1,B
56917,50,5,B
56918,50,1,B
56919,50,3,B
56920,50,2,B
56921,49,8,S
56922,49,4,S
56923,49,4,B
56924,50,5,B
56925,51,1,B
56926,51,1,B
56927,50,1,B
56928,51,6,B
56929,50,3,B
56930,49,1,S
56931,49,2,S
56932,50,2,B
56933,49,1,S
56934,49,3,S
56935,50,2,B
56936,49,1,S
56937,50,2,B
56938,49,2,S
56939,48,7,S
56940,48,3,S
56941,49,2,B
56942,49,3,B
56943,50,2,B
56944,50,2,B
56945,50,1,B
56946,49,4,S
56947,48,1,S
56948,48,3,S
56949,48,1,S
56950,48,4,S
56951,48,3,S
56952,48,3,S
56953,49,1,B
56954,48,1,S
56955,48,2,S
56956,49,7,B
56957,49,1,B
56958,49,6,B
56959,48,3,S
56960,48,1,S
56961,48,6,S
56962,49,4,B
56963,48,1,S
56964,48,4,S
56965,47,2,S
56966,47,1,S
56967,47,2,S
56968,48,2,B
56969,48,5,B
56970,47,1,S
56971,47,2,S
56972,48,6,S
56973,49,1,B
56974,49,5,B
56975,48,3,S
56976,48,1,S
56977,48,3,S
56978,47,1,S
56979,49,4,B
56980,49,1,B
56981,49,5,B
56982,48,2,S
56983,49,9,B
56984,48,5,S
56985,48,3,S
56986,49,8,B
56987,48,5,S
56988,48,3,S
56989,49,1,B
56990,49,5,B
56991,48,5,S
56992,50,3,B
56993,50,6,B
56994,49,4,S
56995,49,3,B
56996,50,3,B
56997,50,4,B
56998,48,3,S
56999,47,3,S
57000,48,3,B
57001,50,2,B
57002,50,2,B
57003,50,1,B
57004,50,2,B
57005,49,2,S
57006,49,2,S
57007,50,6,B
57008,50,2,B
57009,49,3,S
57010,49,4,S
57011,50,1,B
57012,50,2,B
57013,50,1,B
57014,50,1,B
57015,50,4,B
57016,49,3,S
57017,49,2,S
57018,49,5,S
57019,49,3,S
57020,50,1,B
57021,50,8,B
57022,49,1,S
57023,49,5,S
57024,49,1,S
57025,49,5,S
57026,49,1,S
57027,49,1,S
57028,49,4,S
57029,48,3,S
57030,49,1,S
57031,49,9,S
57032,50,1,B
57033,50,2,B
57034,50,1,S
57035,49,5,S
57036,49,3,S
57037,49,1,S
57038,49,6,S
57039,48,1,S
57040,50,3,B
57041,50,1,S
57042,49,4,B
57043,51,1,B
57044,51,3,B
57045,51,2,B
57046,48,4,S
57047,48,6,S
57048,48,4,S
57049,48,6,S
57050,48,2,S
57051,48,1,S
57052,47,6,S
57053,47,1,S
57054,47,6,S
57055,47,2,S
57056,47,1,S
57057,48,1,S
57058,47,7,S
57059,47,1,S
57060,49,6,B
57061,49,1,S
57062,48,2,S
57063,49,5,B
57064,49,1,B
57065,50,1,B
57066,51,1,B
57067,51,4,B
57068,50,6,S
57069,49,1,S
57070,49,2,S
57071,49,1,S
57072,49,5,B
57073,49,3,B
57074,49,2,B
57075,50,2,B
57076,48,7,S
57077,48,1,S
57078,48,1,S
57079,49,3,B
57080,48,7,S
57081,48,1,S
57082,48,6,S
57083,48,1,S
57084,48,1,S
57085,49,2,B
57086,50,5,B
57087,48,6,S
57088,48,3,S
57089,47,1,S
57090,47,3,S
57091,47,1,S
57092,47,3,S
57093,47,4,S
57094,48,4,B
57095,47,4,S
57096,47,6,S
57097,47,1,S
57098,47,4,S
57099,47,1,S
57100,47,3,S
57101,47,3,S
57102,48,5,B
57103,48,1,B
57104,47,1,S
57105,48,3,B
57106,50,1,B
57107,50,3,B
57108,50,4,B
57109,51,6,B
57110,51,3,B
57111,50,1,S
57112,48,3,S
57113,48,3,S
57114,48,2,S
57115,49,2,S
57116,48,3,S
57117,48,1,S
57118,48,5,S
57119,50,4,B
57120,51,3,B
57121,51,2,B
57122,51,4,B
57123,51,5,B
57124,50,8,S
57125,51,3,B
57126,51,7,B
57127,50,1,S
57128,48,1,S
57129,48,1,S
57130,50,2,S
57131,48,5,S
57132,48,3,S
57133,47,2,S
57134,48,10,B
57135,48,5,B
57136,47,4,S
57137,47,2,S
57138,47,5,S
57139,47,2,S
57140,47,5,S
57141,47,2,S
57142,48,1,B
57143,48,2,B
57144,48,6,B
57145,47,3,S
57146,48,1,B
57147,47,5,S
57148,47,4,S
57149,47,5,S
57150,47,2,S
57151,47,4,S
57152,49,3,B
57153,49,4,B
57154,50,1,B
57155,50,7,B
57156,51,1,B
57157,51,1,B
57158,51,1,B
57159,51,3,B
57160,49,2,S
57161,49,6,S
57162,51,2,B
57163,50,1,S
57164,50,1,S
57165,51,1,B
57166,50,6,S
57167,50,1,S
57168,50,1,S
57169,50,4,S
57170,51,2,B
57171,51,3,B
57172,50,4,S
57173,50,2,S
57174,50,1,S
57175,49,4,S
57176,49,1,S
57177,51,2,B
57178,51,1,B
57179,51,3,B
57180,51,4,B
57181,50,1,S
57182,50,4,B
57183,50,1,B
57184,49,4,S
57185,49,2,S
57186,49,3,S
57187,49,2,S
57188,49,1,S
57189,49,2,S
57190,49,7,S
57191,49,1,S
57192,49,3,S
57193,48,3,S
57194,50,4,B
57195,50,2,S
57196,49,1,B
57197,50,1,B
57198,49,4,B
57199,48,2,S
57200,48,1,S
57201,49,2,S
57202,48,5,S
57203,48,1,S
57204,48,2,S
57205,48,1,S
57206,48,1,S
57207,49,3,B
57208,49,3,B
57209,49,4,B
57210,49,1,S
57211,48,1,S
57212,48,3,S
57213,50,1,B
57214,50,2,B
57215,49,2,S
57216,49,4,S
57217,49,2,S
57218,48,2,S
57219,48,1,S
57220,48,5,S
57221,48,6,S
57222,50,2,B
57223,50,2,B
57224,50,1,B
57225,50,3,B
57226,48,1,S
57227,48,2,S
57228,50,4,B
57229,48,1,S
57230,50,2,B
57231,50,3,B
57232,50,2,B
57233,50,1,B
57234,48,3,S
57235,50,7,B
57236,48,4,S
57237,48,5,S
57238,50,2,B
57239,50,3,B
57240,49,6,B
57241,49,1,B
57242,49,1,S
57243,49,4,B
57244,48,1,S
57245,48,2,S
57246,48,3,S
57247,48,1,S
57248,48,5,S
57249,48,9,S
57250,48,7,S
57251,48,2,S
57252,49,1,B
57253,49,4,B
57254,49,2,B
57255,50,2,B
57256,50,1,B
57257,49,6,S
57258,48,4,S
57259,48,1,S
57260,48,8,S
57261,47,1,S
57262,47,3,S
57263,47,3,S
57264,47,5,S
57265,47,4,S
57266,47,2,S
57267,48,8,B
57268,47,2,S
57269,47,2,S
57270,47,1,S
57271,48,1,B
57272,49,4,B
57273,49,1,B
57274,49,4,B
57275,48,1,S
57276,47,1,S
57277,47,4,S
57278,47,1,S
57279,47,2,S
57280,47,3,S
57281,47,1,S
57282,47,4,S
57283,47,3,S
57284,49,1,B
57285,49,1,S
57286,49,3,S
57287,49,7,S
57288,49,3,S
57289,49,5,S
57290,49,1,S
57291,49,2,S
57292,49,3,S
57293,48,6,S
57294,49,6,B
57295,49,5,B
57296,48,1,S
57297,47,1,S
57298,47,3,S
