seq,price,qty,side
112076,30,1,S
112077,30,5,S
112078,31,2,B
112079,31,1,B
112080,31,3,B
112081,32,5,B
112082,32,2,B
112083,32,3,B
112084,32,1,B
112085,31,5,S
112086,31,2,S
112087,32,5,B
112088,32,2,B
112089,32,7,B
112090,32,1,B
112091,31,2,S
112092,32,5,B
112093,31,2,S
112094,30,1,S
112095,30,4,S
112096,30,1,S
112097,30,6,S
112098,30,4,S
112099,30,5,S
112100,30,1,S
112101,30,4,S
112102,30,1,S
112103,31,3,B
112104,30,4,S
112105,30,1,S
112106,30,3,S
112107,30,1,S
112108,30,2,S
112109,30,5,S
112110,30,3,S
112111,30,5,S
112112,31,1,B
112113,31,3,B
112114,32,5,B
112115,32,3,B
112116,32,4,B
112117,31,1,S
112118,30,2,S
112119,30,4,S
112120,30,1,S
112121,31,4,S
112122,30,3,S
112123,30,3,S
112124,30,3,S
112125,30,4,S
112126,30,3,S
112127,31,6,B
112128,32,2,B
112129,31,3,S
112130,32,2,B
112131,32,2,B
112132,32,1,B
112133,32,3,B
112134,32,2,B
112135,32,2,B
112136,32,5,B
112137,32,1,B
112138,32,7,S
112139,33,3,B
112140,33,7,B
112141,32,2,S
112142,32,1,S
112143,33,2,B
112144,32,1,S
112145,32,6,S
112146,32,1,S
112147,33,6,B
112148,32,3,S
112149,32,1,S
112150,31,1,S
112151,31,3,B
112152,32,7,S
112153,30,3,S
112154,30,7,S
112155,31,2,B
112156,31,5,S
112157,31,2,S
112158,30,4,S
112159,32,2,B
112160,32,1,B
112161,31,5,S
112162,30,1,S
112163,30,3,S
112164,30,1,S
112165,30,8,S
112166,30,1,S
112167,30,3,S
112168,32,6,B
112169,32,1,B
112170,32,6,B
112171,33,1,B
112172,31,2,S
112173,31,1,S
112174,31,4,S
112175,31,2,S
112176,32,3,B
112177,31,3,S
112178,31,2,S
112179,31,3,S
112180,32,7,B
112181,32,3,B
112182,31,2,S
112183,31,2,S
112184,31,1,S
112185,32,2,B
112186,32,3,B
112187,32,1,B
112188,32,2,B
112189,32,3,B
112190,32,1,B
112191,31,3,S
112192,31,3,S
112193,31,2,S
112194,31,1,S
112195,31,3,S
112196,32,3,B
112197,32,6,B
112198,32,2,B
112199,31,2,S
112200,30,1,S
112201,31,3,B
112202,31,2,B
112203,32,2,B
112204,32,6,B
112205,33,4,B
112206,33,1,B
112207,33,1,B
112208,32,2,S
112209,32,4,S
112210,33,3,B
112211,33,5,B
112212,33,2,B
112213,32,3,S
112214,32,2,S
112215,32,1,S
112216,32,7,S
112217,32,2,S
112218,32,5,S
112219,32,1,S
112220,31,8,S
112221,31,3,S
112222,30,3,S
112223,30,1,S
112224,30,3,S
112225,30,6,S
112226,32,1,B
112227,32,8,S
112228,30,3,S
112229,30,7,S
112230,30,7,S
112231,30,3,S
112232,30,2,S
112233,31,2,B
112234,30,3,S
112235,32,5,S
112236,32,5,S
112237,31,2,B
112238,32,6,S
112239,30,4,S
112240,30,2,S
112241,30,2,S
112242,33,3,B
112243,33,3,B
112244,33,2,B
112245,33,2,B
112246,31,1,S
112247,32,6,B
112248,32,1,S
112249,32,2,B
112250,31,3,S
112251,31,4,S
112252,31,5,S
112253,32,4,B
112254,32,4,B
112255,32,4,B
112256,32,5,B
112257,31,1,S
112258,31,3,S
112259,30,3,S
112260,30,3,S
112261,31,2,B
112262,30,3,S
112263,30,2,S
112264,30,3,S
112265,30,4,S
112266,31,1,B
112267,31,1,B
112268,31,3,B
112269,30,1,S
112270,30,7,S
112271,30,1,S
112272,30,4,S
112273,31,2,B
112274,31,3,B
112275,31,5,B
112276,30,2,S
112277,30,5,S
112278,31,3,B
112279,31,1,B
112280,31,9,B
112281,30,3,S
112282,30,4,S
112283,31,1,B
112284,30,1,S
112285,31,4,B
112286,30,2,S
112287,30,1,S
112288,32,3,B
112289,30,4,S
112290,30,3,S
112291,30,10,S
112292,30,5,S
112293,30,2,S
112294,32,1,B
112295,32,7,B
112296,32,1,B
112297,32,5,B
112298,32,2,B
112299,32,5,B
112300,31,1,S
112301,31,5,S
112302,31,5,S
112303,31,5,S
112304,31,1,S
112305,31,7,S
112306,30,1,S
112307,32,5,B
112308,32,2,B
112309,32,5,B
112310,32,1,B
112311,30,2,S
112312,32,1,B
112313,32,1,B
112314,30,1,S
112315,31,8,B
112316,32,7,B
112317,33,1,B
112318,33,1,B
112319,33,3,B
112320,33,4,B
112321,33,1,B
112322,32,6,B
112323,32,1,B
112324,31,1,S
112325,31,2,S
112326,31,1,S
112327,31,6,S
112328,31,3,S
112329,30,1,S
112330,30,2,S
112331,31,5,B
112332,30,1,S
112333,30,2,S
112334,30,5,S
112335,30,2,S
112336,30,1,S
112337,31,1,B
112338,31,2,B
112339,30,4,S
112340,30,4,S
112341,31,1,B
112342,32,3,B
112343,32,7,B
112344,32,2,B
112345,32,3,B
112346,33,1,B
112347,31,3,S
112348,31,5,S
112349,30,1,S
112350,30,3,S
112351,30,1,S
112352,31,2,B
112353,31,2,B
112354,31,2,B
112355,31,3,S
112356,30,5,S
112357,30,1,S
112358,30,3,S
112359,30,1,S
112360,30,3,S
112361,32,5,B
112362,33,3,B
112363,33,1,B
112364,33,1,B
112365,33,3,B
112366,33,6,B
112367,30,1,S
112368,30,5,S
112369,30,1,S
112370,30,3,S
112371,31,7,B
112372,32,2,B
112373,32,8,B
112374,32,7,B
112375,33,1,B
112376,33,2,B
112377,33,3,B
112378,33,3,B
112379,33,2,B
112380,32,1,S
112381,32,6,S
112382,31,9,S
112383,32,2,B
112384,32,4,S
112385,32,2,S
112386,30,2,S
112387,30,4,S
112388,30,5,S
112389,30,5,S
112390,30,1,S
112391,30,1,S
112392,30,4,S
112393,31,3,B
112394,31,2,B
112395,31,4,B
112396,31,3,B
112397,30,2,S
112398,30,5,S
112399,30,3,S
112400,31,1,B
112401,30,7,S
112402,30,3,S
112403,30,3,S
112404,30,3,S
112405,30,2,S
112406,30,2,S
112407,30,1,S
112408,30,8,S
112409,30,2,S
112410,31,1,B
112411,30,6,S
112412,31,3,B
112413,31,2,B
112414,30,1,S
112415,30,1,S
112416,30,1,S
112417,30,3,S
112418,30,7,S
112419,31,4,B
112420,31,2,B
112421,31,3,B
112422,30,2,S
112423,30,3,S
112424,30,4,S
112425,31,3,B
112426,31,1,B
112427,31,1,B
112428,31,4,B
112429,31,2,B
112430,31,7,B
112431,31,1,B
112432,30,4,S
112433,31,3,B
112434,31,4,B
112435,30,5,S
112436,30,5,S
112437,30,3,S
112438,30,1,S
112439,30,4,S
112440,30,4,S
112441,30,1,S
112442,30,1,S
112443,31,2,B
112444,31,3,B
112445,31,1,B
112446,31,4,B
112447,30,3,S
112448,30,6,S
112449,30,1,S
112450,31,2,B
112451,31,7,S
112452,30,3,S
112453,32,1,B
112454,31,4,S
112455,30,3,S
112456,30,1,S
112457,31,2,S
112458,31,1,S
112459,30,9,S
112460,30,1,S
112461,30,3,S
112462,30,2,S
112463,30,1,S
112464,30,1,S
112465,30,3,S
112466,30,5,S
112467,30,3,S
112468,31,1,B
112469,31,3,B
112470,30,3,S
112471,30,2,S
112472,30,5,S
112473,31,1,B
112474,32,5,B
112475,32,3,B
112476,32,1,B
112477,30,1,S
112478,30,6,S
112479,32,2,B
112480,31,4,S
112481,31,2,S
112482,32,7,B
112483,32,2,B
112484,31,4,S
112485,31,3,S
112486,30,2,S
112487,30,7,S
112488,31,1,B
112489,32,1,B
112490,32,7,B
112491,32,2,B
112492,31,3,S
112493,31,6,S
112494,30,2,S
112495,31,5,S
112496,32,1,B
112497,31,1,S
112498,30,1,S
112499,30,2,S
112500,30,1,S
112501,31,8,B
112502,30,2,S
112503,30,3,S
112504,30,1,S
112505,30,7,S
112506,31,1,B
112507,32,1,B
112508,32,2,B
112509,32,6,B
112510,32,1,B
112511,32,1,B
112512,32,1,B
112513,32,3,B
112514,32,3,B
112515,31,6,S
112516,32,3,B
112517,32,1,B
112518,32,2,B
112519,31,4,S
112520,31,2,S
112521,30,1,S
112522,30,6,S
112523,30,1,S
112524,30,5,S
112525,31,6,B
112526,31,2,B
112527,31,3,B
112528,32,3,B
112529,32,2,B
112530,32,4,B
112531,32,3,B
112532,31,2,S
112533,31,1,S
112534,30,1,S
112535,32,4,B
112536,30,1,S
112537,30,7,S
112538,30,2,S
112539,32,2,B
112540,32,5,B
112541,30,4,S
112542,30,1,S
112543,32,2,B
112544,32,4,B
112545,30,1,S
112546,30,1,S
112547,30,4,S
112548,30,3,S
112549,30,6,S
112550,30,1,S
112551,30,1,S
112552,30,3,S
112553,30,5,S
112554,30,1,S
112555,31,3,B
112556,30,8,S
112557,30,1,S
112558,31,1,B
112559,31,2,B
112560,31,2,B
112561,31,1,B
112562,31,1,B
112563,31,6,B
112564,30,3,S
112565,30,1,S
112566,30,6,S
112567,31,3,B
112568,31,1,S
112569,31,3,S
112570,30,2,S
112571,30,4,S
112572,31,2,S
112573,32,5,B
112574,32,4,B
112575,32,1,B
112576,32,3,B
112577,31,8,S
112578,31,2,S
112579,32,1,B
112580,31,3,S
112581,31,7,S
112582,31,4,S
112583,30,1,S
112584,30,5,S
112585,30,1,S
112586,30,5,S
112587,30,1,S
112588,30,3,S
112589,32,1,B
112590,31,2,B
112591,32,8,B
112592,32,1,B
112593,32,6,B
112594,32,1,B
112595,32,1,B
112596,31,5,S
112597,31,5,S
112598,31,1,S
112599,31,1,S
112600,31,3,S
112601,31,1,S
112602,31,3,S
112603,31,2,S
112604,30,1,S
112605,30,3,S
112606,30,1,S
112607,30,9,S
112608,31,1,B
112609,31,3,S
112610,30,2,S
112611,30,6,S
112612,30,1,S
112613,32,4,B
112614,30,6,S
112615,30,2,S
112616,30,4,S
112617,30,2,S
112618,30,2,S
112619,31,7,S
112620,31,2,S
112621,31,1,S
112622,31,6,S
112623,32,5,B
112624,32,3,B
112625,31,4,S
112626,31,4,S
112627,32,3,B
112628,32,5,B
112629,32,1,B
112630,32,3,B
112631,31,3,S
112632,31,3,S
112633,31,3,S
112634,31,3,B
112635,30,1,S
112636,31,3,B
112637,31,3,S
112638,32,4,B
112639,32,2,B
112640,31,4,S
112641,30,7,S
112642,30,2,S
112643,30,2,S
112644,30,6,S
112645,31,1,B
112646,31,5,B
112647,31,4,B
112648,30,1,S
112649,30,6,S
112650,30,2,S
112651,30,6,S
112652,31,2,B
112653,32,2,B
112654,32,2,B
112655,32,2,S
112656,33,5,B
112657,32,2,S
112658,32,5,S
112659,31,3,S
112660,33,5,B
112661,33,1,B
112662,33,2,B
112663,31,3,S
112664,31,2,S
112665,30,3,S
112666,32,5,B
112667,32,3,B
112668,32,6,B
112669,32,1,S
112670,30,2,S
112671,30,2,S
112672,30,5,S
112673,32,7,B
112674,32,1,B
112675,31,2,S
112676,32,2,B
112677,32,7,B
112678,32,2,B
112679,31,3,S
112680,31,1,S
112681,32,3,B
112682,33,1,B
112683,33,3,B
112684,33,6,B
112685,33,1,B
112686,33,2,B
112687,33,4,B
112688,33,5,B
112689,33,2,B
112690,32,2,S
112691,32,4,S
112692,32,1,B
112693,33,5,B
112694,33,1,B
112695,33,1,B
112696,33,1,B
112697,33,1,B
112698,33,1,B
112699,31,6,S
112700,33,2,B
112701,33,1,B
112702,33,2,B
112703,33,1,B
112704,33,1,B
112705,33,4,B
112706,33,3,B
112707,32,7,S
112708,32,2,S
112709,31,3,S
112710,31,1,S
112711,32,2,B
112712,32,7,S
112713,32,1,S
112714,33,4,B
112715,32,1,S
112716,31,1,S
112717,33,1,B
112718,33,5,B
112719,33,2,B
112720,33,2,B
112721,31,1,S
112722,31,8,S
112723,32,1,S
112724,30,3,S
112725,30,7,S
112726,30,2,S
112727,30,1,S
112728,30,2,S
112729,30,1,S
112730,30,2,S
112731,30,7,S
112732,30,7,S
112733,30,3,S
112734,30,5,S
112735,30,4,S
112736,30,1,S
112737,30,1,S
112738,30,2,S
112739,30,5,S
112740,31,2,B
112741,31,4,B
112742,30,4,S
112743,30,1,S
112744,30,8,S
112745,30,2,S
112746,30,1,S
112747,30,4,S
112748,30,3,S
112749,30,2,S
112750,30,4,S
112751,30,4,S
112752,30,2,S
112753,31,3,B
112754,31,3,B
112755,30,6,S
112756,31,3,B
112757,31,1,S
112758,32,1,B
112759,31,4,S
112760,30,2,S
112761,30,4,S
112762,30,4,S
112763,30,2,S
112764,30,4,S
112765,30,1,S
112766,30,9,S
112767,30,6,S
112768,30,1,S
112769,31,1,B
112770,32,5,B
112771,32,1,B
112772,31,6,S
112773,30,2,S
112774,31,1,B
112775,31,2,B
112776,30,3,S
112777,30,6,S
112778,31,3,B
112779,31,3,S
112780,30,2,S
112781,32,2,B
112782,32,4,B
112783,32,2,B
112784,32,5,B
112785,32,2,B
112786,32,1,B
112787,33,4,B
112788,32,5,S
112789,32,3,S
112790,31,3,S
112791,32,8,B
112792,31,5,S
112793,31,8,S
112794,31,1,S
112795,31,2,S
112796,30,1,S
112797,30,1,S
112798,30,2,S
112799,30,3,S
112800,31,1,S
112801,31,5,S
112802,32,2,B
112803,32,1,B
112804,32,8,B
112805,31,5,S
112806,31,1,S
112807,30,3,S
112808,31,3,B
112809,30,8,S
112810,30,1,S
112811,30,3,S
112812,30,4,S
112813,30,3,S
112814,30,4,S
112815,30,3,S
112816,30,2,S
112817,30,3,S
112818,30,1,S
112819,31,4,B
112820,30,3,S
112821,30,1,S
112822,30,4,S
112823,30,3,S
112824,30,2,S
112825,30,4,S
112826,30,1,S
112827,30,2,S
112828,31,1,B
112829,31,2,B
112830,30,1,S
112831,30,9,S
112832,31,8,B
112833,32,3,B
112834,32,3,B
112835,32,1,B
112836,31,2,S
112837,30,1,S
112838,30,1,S
112839,32,5,B
112840,30,3,S
112841,30,1,S
112842,31,4,B
112843,31,3,B
112844,31,1,B
112845,31,5,B
112846,31,3,B
112847,32,1,B
112848,32,2,B
112849,30,3,S
112850,30,3,S
112851,30,5,S
112852,30,3,S
112853,30,3,S
112854,31,3,B
112855,32,2,B
112856,32,3,B
112857,32,6,B
112858,32,3,B
112859,32,1,B
112860,31,5,B
112861,30,5,S
112862,31,1,B
112863,31,1,B
112864,30,5,S
112865,30,4,S
112866,30,3,S
112867,30,2,S
112868,30,1,S
112869,31,4,B
112870,30,2,S
112871,30,5,S
112872,30,4,S
112873,30,5,S
112874,30,6,S
112875,30,2,S
112876,30,1,S
112877,30,1,S
112878,30,4,S
112879,30,2,S
112880,30,3,S
112881,30,7,S
112882,31,3,B
112883,31,1,B
112884,30,1,S
112885,30,2,S
112886,30,5,S
112887,30,2,S
112888,30,7,S
112889,30,1,S
112890,30,1,S
112891,31,2,B
112892,30,8,S
112893,30,2,S
112894,30,3,S
112895,31,4,B
112896,31,2,B
112897,30,4,S
112898,31,2,B
112899,31,1,B
112900,31,2,B
112901,31,2,B
112902,31,3,B
112903,31,5,B
112904,31,4,B
112905,31,1,B
112906,31,7,B
112907,32,3,B
112908,32,8,B
112909,30,2,S
112910,30,2,S
112911,30,1,S
112912,30,7,S
112913,31,3,S
112914,32,9,B
112915,31,6,S
112916,30,1,S
112917,30,2,S
112918,32,5,B
112919,31,1,S
112920,32,1,B
112921,32,3,B
112922,32,7,B
112923,31,2,S
112924,32,6,B
112925,32,3,B
112926,32,1,B
112927,31,2,S
112928,32,2,B
112929,32,4,B
112930,32,2,B
112931,32,4,B
112932,32,1,B
112933,32,6,B
112934,32,3,B
112935,31,3,S
112936,31,1,S
112937,31,4,S
112938,31,2,S
112939,30,1,S
112940,30,2,S
112941,30,1,S
112942,30,6,S
112943,30,2,S
112944,30,7,S
112945,30,1,S
112946,30,1,S
112947,30,2,S
112948,30,1,S
112949,32,5,B
112950,32,1,B
112951,32,7,B
112952,32,2,B
112953,30,2,S
112954,30,2,S
112955,30,4,S
112956,30,1,S
112957,30,1,S
112958,31,6,B
112959,30,2,S
112960,30,3,S
112961,30,3,S
112962,31,1,B
112963,31,2,B
112964,31,1,B
112965,31,2,B
112966,30,6,S
112967,30,1,S
112968,30,6,S
112969,30,1,S
112970,30,7,S
112971,30,1,S
112972,30,4,S
112973,31,6,B
112974,31,1,B
112975,30,3,S
112976,30,3,S
112977,30,7,S
112978,30,3,S
112979,31,2,B
112980,31,7,B
112981,31,1,B
112982,31,2,B
112983,30,2,S
112984,31,6,B
112985,31,2,B
112986,30,1,S
112987,30,5,S
112988,30,3,S
112989,30,3,S
112990,30,3,S
112991,30,3,S
112992,31,6,B
112993,31,2,S
112994,31,1,S
112995,30,2,S
112996,30,4,S
112997,30,5,S
112998,30,4,S
112999,30,4,S
113000,30,1,S
113001,30,4,S
113002,30,4,S
113003,30,3,S
113004,30,6,S
113005,31,7,B
113006,32,1,B
113007,30,3,S
113008,30,2,S
113009,30,8,S
113010,30,1,S
113011,30,5,S
113012,30,2,S
113013,30,3,S
113014,31,9,B
113015,30,3,S
113016,30,1,S
113017,30,6,S
113018,30,2,S
113019,30,2,S
113020,30,1,S
113021,30,3,S
113022,30,1,S
113023,30,4,S
113024,31,1,B
113025,31,3,B
113026,30,4,S
113027,31,8,B
113028,30,2,S
113029,30,8,S
113030,31,4,B
113031,31,1,B
113032,30,2,S
113033,30,2,S
113034,30,2,S
113035,30,2,S
113036,30,3,S
113037,30,5,S
113038,31,3,B
113039,31,4,B
113040,31,5,B
113041,31,5,B
113042,31,1,B
113043,30,1,S
113044,30,2,S
113045,30,1,S
113046,31,8,B
113047,32,1,B
113048,30,2,S
113049,30,3,S
113050,30,2,S
113051,30,1,S
113052,32,5,B
113053,32,1,B
113054,32,1,B
113055,32,2,B
113056,32,1,B
113057,32,4,B
113058,32,2,B
113059,32,1,B
113060,32,7,B
113061,32,1,B
113062,32,7,B
113063,32,1,B
113064,31,4,S
113065,32,1,B
113066,32,6,B
113067,32,2,B
113068,31,3,S
113069,32,1,B
113070,32,1,B
113071,32,6,B
113072,32,1,B
113073,32,6,B
113074,32,3,B
113075,32,1,B
113076,32,8,B
113077,31,4,S
113078,31,4,S
113079,32,6,B
113080,32,3,B
113081,31,2,S
113082,31,1,S
113083,32,1,B
113084,32,3,S
113085,32,2,B
113086,32,1,B
113087,32,2,B
113088,31,3,S
113089,31,5,S
113090,31,1,S
113091,32,8,B
113092,32,1,B
113093,32,1,B
113094,32,2,B
113095,31,2,S
113096,32,4,B
113097,32,4,B
113098,31,3,S
113099,31,2,S
113100,31,6,B
113101,32,3,B
113102,33,2,B
113103,32,7,S
113104,31,1,S
113105,31,1,B
113106,31,3,B
113107,31,4,B
113108,33,2,B
113109,33,2,B
113110,33,2,B
113111,33,2,B
113112,33,1,B
113113,32,1,S
113114,32,2,S
113115,33,2,B
113116,33,1,B
113117,33,4,B
113118,33,2,B
113119,32,4,S
113120,33,1,B
113121,33,4,B
113122,33,1,B
113123,32,6,S
113124,32,4,S
113125,32,6,S
113126,33,1,B
113127,33,2,B
113128,32,2,S
113129,33,7,B
113130,33,1,B
113131,31,10,S
113132,31,3,S
113133,31,3,S
113134,31,4,S
113135,31,6,S
113136,31,4,S
113137,31,4,S
113138,31,4,S
113139,31,5,S
113140,32,4,B
113141,31,3,S
113142,31,1,S
113143,31,2,B
113144,31,6,B
113145,31,1,B
113146,31,3,B
113147,32,1,S
113148,32,3,S
113149,32,6,B
113150,31,3,S
113151,31,3,S
113152,31,3,B
113153,31,2,S
113154,31,4,B
113155,31,5,B
113156,32,1,B
113157,30,4,S
113158,32,3,B
113159,33,2,B
113160,33,4,B
113161,30,3,S
113162,30,1,S
113163,31,1,B
113164,32,2,B
113165,31,2,B
113166,30,3,S
113167,30,3,S
113168,30,4,S
113169,30,3,S
113170,30,1,S
113171,30,3,S
113172,30,4,S
113173,30,3,S
113174,30,3,S
113175,30,1,S
113176,30,1,S
113177,30,4,S
113178,30,4,S
113179,30,1,S
113180,31,5,B
113181,31,3,B
113182,31,4,B
113183,31,3,B
113184,30,6,S
113185,30,1,S
113186,31,2,B
113187,31,3,S
113188,30,1,S
113189,30,5,S
113190,30,3,S
113191,30,4,S
113192,30,1,S
113193,30,1,S
113194,31,2,B
113195,32,1,B
113196,32,4,B
113197,32,3,B
113198,32,2,B
113199,32,4,B
113200,32,4,B
113201,32,1,B
113202,32,1,B
113203,32,3,B
113204,32,1,B
113205,31,3,S
113206,31,3,S
113207,32,1,B
113208,33,3,B
113209,32,4,S
113210,33,2,B
113211,33,4,B
113212,32,2,S
113213,31,4,S
113214,32,2,S
113215,31,2,S
113216,31,5,S
113217,31,4,S
113218,30,2,S
113219,30,4,S
113220,30,2,S
113221,30,2,S
113222,30,2,S
113223,30,4,S
113224,31,2,B
113225,31,3,B
113226,31,3,B
113227,30,5,S
113228,31,3,B
113229,31,1,S
113230,30,9,S
113231,30,1,S
113232,30,6,S
113233,30,4,S
113234,30,2,S
113235,30,2,S
113236,30,7,S
113237,30,1,S
113238,31,9,B
113239,30,5,S
113240,31,1,B
113241,30,1,S
113242,31,5,B
113243,32,4,B
113244,32,1,B
113245,32,1,B
113246,32,4,B
113247,30,2,S
113248,30,3,S
113249,30,2,S
113250,30,7,S
113251,31,1,B
113252,31,1,B
113253,30,6,S
113254,30,1,S
113255,30,3,S
113256,30,2,S
113257,30,5,S
113258,30,3,S
113259,30,4,S
113260,30,2,S
113261,30,1,S
113262,30,2,S
113263,30,2,S
113264,30,1,S
113265,30,4,S
113266,30,4,S
113267,30,5,S
113268,30,3,S
113269,30,1,S
113270,30,1,S
113271,30,4,S
113272,30,6,S
113273,30,4,S
113274,30,5,S
113275,30,2,S
113276,30,2,S
113277,30,1,S
113278,30,3,S
113279,30,6,S
113280,30,1,S
113281,30,3,S
113282,30,1,S
113283,31,4,B
113284,31,2,B
113285,30,1,S
113286,30,6,S
113287,30,2,S
113288,30,1,S
113289,31,2,B
113290,31,8,B
113291,30,2,S
113292,30,4,S
113293,30,5,S
113294,30,2,S
113295,30,3,S
113296,31,2,B
113297,31,4,B
113298,31,1,S
113299,30,1,S
113300,30,2,S
113301,32,1,B
113302,32,1,B
113303,30,3,S
113304,30,4,S
113305,30,7,S
113306,30,2,S
113307,30,3,S
113308,30,1,S
113309,31,2,B
113310,30,3,S
113311,30,7,S
113312,30,1,S
113313,30,6,S
113314,30,2,S
113315,30,1,S
113316,30,5,S
113317,30,2,S
113318,31,1,B
113319,30,1,S
113320,30,4,S
113321,30,5,S
113322,30,4,S
113323,30,1,S
113324,31,4,B
113325,31,5,B
113326,31,1,B
113327,30,5,S
113328,30,3,S
113329,30,3,S
113330,31,2,B
113331,32,3,B
113332,32,1,B
113333,31,3,S
113334,31,3,S
113335,31,2,S
113336,30,1,S
113337,30,5,S
113338,30,1,S
113339,31,6,S
113340,31,3,S
113341,32,2,B
113342,32,4,B
113343,32,2,B
113344,32,1,B
113345,32,7,B
113346,32,1,B
113347,32,1,B
113348,32,2,B
113349,31,5,S
113350,31,2,S
113351,31,1,S
113352,31,6,S
113353,32,4,B
113354,32,1,B
113355,32,3,B
113356,32,3,B
113357,31,1,S
113358,30,2,S
113359,30,1,S
113360,30,4,S
113361,30,5,S
113362,30,1,S
113363,30,2,S
113364,30,4,S
113365,30,4,S
113366,31,4,B
113367,31,2,S
113368,32,2,B
113369,31,1,S
113370,31,1,S
113371,31,3,S
113372,31,2,S
113373,31,4,S
113374,31,6,S
113375,32,4,B
113376,32,1,B
113377,32,1,B
113378,32,1,B
113379,31,1,S
113380,31,3,S
113381,30,2,S
113382,31,2,S
113383,31,2,S
113384,32,6,B
113385,31,4,S
113386,31,5,S
113387,31,1,S
113388,30,5,S
113389,32,1,B
113390,32,1,B
113391,32,2,B
113392,30,4,S
113393,30,2,S
113394,32,1,B
113395,30,1,S
113396,30,6,S
113397,30,2,S
113398,32,5,B
113399,30,1,S
113400,30,3,S
113401,31,1,S
113402,32,5,B
113403,31,5,S
113404,31,9,B
113405,32,1,B
113406,30,3,S
113407,30,6,S
113408,30,2,S
113409,30,5,S
113410,30,1,S
113411,31,6,S
113412,30,1,S
113413,32,9,B
113414,32,1,B
113415,30,8,S
113416,32,3,B
113417,32,5,B
113418,30,8,S
113419,30,2,S
113420,30,4,S
113421,32,4,B
113422,32,1,B
113423,32,3,S
113424,33,1,B
113425,32,2,S
113426,30,2,S
113427,33,3,B
113428,33,2,B
113429,31,2,S
113430,30,3,S
113431,31,2,B
113432,30,7,S
113433,30,1,S
113434,30,3,S
113435,30,7,S
113436,31,1,B
113437,31,1,B
113438,31,3,B
113439,32,2,B
113440,32,4,B
113441,32,3,B
113442,31,2,S
113443,30,2,S
113444,30,6,S
113445,30,1,S
113446,30,4,S
113447,31,5,B
113448,31,1,B
113449,31,1,B
113450,30,2,S
113451,31,1,B
113452,31,6,B
113453,30,3,S
113454,30,5,S
113455,30,4,S
113456,31,4,B
113457,31,6,B
113458,31,3,B
113459,32,2,B
113460,30,1,S
113461,30,1,S
113462,30,4,S
113463,30,2,S
113464,30,2,S
113465,30,5,S
113466,30,1,S
113467,30,5,S
113468,30,3,S
113469,31,3,B
113470,30,1,S
113471,30,4,S
113472,30,2,S
113473,30,1,S
113474,30,4,S
113475,30,3,S
113476,31,2,B
113477,30,2,S
113478,31,1,B
113479,31,1,B
113480,31,1,B
113481,32,3,B
113482,32,1,B
113483,30,4,S
113484,32,7,B
113485,32,2,B
113486,32,7,B
113487,30,4,S
113488,30,6,S
113489,32,2,B
113490,32,1,B
113491,32,2,B
113492,32,2,B
113493,33,1,B
113494,30,1,S
113495,32,1,S
113496,32,2,S
113497,31,1,S
113498,31,8,B
113499,31,1,B
113500,30,2,S
113501,30,1,S
113502,30,9,S
113503,31,5,B
113504,31,4,B
113505,31,2,B
113506,31,2,S
113507,30,1,S
113508,30,2,S
113509,30,1,S
113510,32,4,B
113511,30,1,S
113512,30,8,S
113513,31,1,B
113514,31,3,B
113515,31,1,B
113516,32,1,B
113517,32,3,B
113518,30,1,S
113519,30,6,S
113520,30,3,S
113521,30,4,S
113522,30,2,S
113523,30,5,S
113524,30,5,S
113525,30,1,S
113526,30,6,S
113527,30,3,S
113528,30,5,S
113529,30,1,S
113530,31,2,B
113531,31,3,B
113532,32,1,B
113533,32,4,B
113534,32,2,B
113535,32,4,B
113536,32,1,B
113537,33,7,B
113538,33,1,B
113539,33,4,B
113540,33,5,B
113541,32,4,S
113542,32,3,S
113543,32,3,S
113544,30,3,S
113545,32,5,B
113546,33,1,B
113547,33,4,B
113548,33,4,B
113549,33,2,B
113550,33,1,B
113551,33,2,B
113552,33,8,B
113553,32,8,B
113554,32,2,B
113555,32,2,B
113556,33,2,B
113557,33,5,B
113558,33,2,B
113559,33,5,B
113560,32,1,S
113561,32,5,S
113562,32,1,S
113563,32,5,S
113564,31,1,S
113565,33,3,B
113566,33,7,B
113567,33,3,B
113568,33,5,B
113569,31,3,S
113570,30,1,S
113571,30,1,S
113572,30,3,S
113573,30,1,S
113574,30,1,S
113575,30,1,S
113576,31,5,B
113577,30,2,S
113578,30,4,S
113579,30,6,S
113580,31,4,B
113581,31,2,S
113582,31,2,S
113583,32,3,B
113584,32,1,S
113585,33,1,B
113586,33,4,B
113587,33,2,B
113588,33,3,B
113589,33,1,B
113590,31,5,S
113591,30,2,S
113592,30,1,S
113593,30,7,S
113594,30,1,S
113595,30,1,S
113596,30,1,S
113597,30,1,S
113598,30,4,S
113599,30,5,S
113600,30,1,S
113601,30,4,S
113602,31,2,S
113603,30,5,S
113604,30,4,S
113605,30,3,S
113606,31,8,B
113607,30,2,S
113608,30,5,S
113609,31,2,B
113610,31,2,S
113611,31,1,B
113612,32,1,B
113613,32,3,B
113614,32,4,B
113615,31,5,S
113616,31,2,S
113617,31,3,S
113618,30,1,S
113619,30,5,S
113620,30,1,S
113621,30,8,S
113622,30,1,S
113623,31,4,B
113624,30,6,S
113625,30,3,S
113626,30,1,S
113627,30,3,S
113628,31,2,B
113629,31,4,B
